Ward_name,Old_code,New_code,Population2015,All_Children_aged_0_15_2015,All_Working_age_16-64_2015,Mean_Age_2013,Area_Square_Kilometres,Population_density_2013,BAME_2011,Not_Born_in_UK_2011,Male_life_expectancy_2009_13,Female_life_expectancy_2009_13 ,Number_Killed_or_Seriously_Injured_on_roads_2014,Employment_rate_16_64_2011,Number_of_jobs_in_area_2013,Median_House_Price_2014,Number_of_properties_sold_2014,Median_Household_income_estimate_2012_13,Number_of_Household_spaces_2011,Households_Social_Rented_2011,Households_Private_Rented_2011,dwellings_in_council_tax_bands_A_or_B_2015,dwellings_in_council_tax_bands_C_D_or_E_2015,dwellings_in_council_tax_bands_F_G_or_H_2015,Claimant_rate_of_key_out_of_work_benefits_working_age_client_group_2014,Claimant_Rate_of_Housing_Benefit_2015,Claimant_Rate_of_Employment_Support_Allowance_2014,Rate_of_JobSeekers_Allowance_JSA_Claimants_2015,Average_GCSE_capped_point_scores_2014,with_Level_4_qualifications_and_above_2011,Crime_rate_2014_15,Violence_against_the_person_rate_2014_15,Deliberate_Fires_per_1000_population_2014,area_that_is_open_space_2014,Average_Public_Transport_Accessibility_score_2014
Haringey - Tottenham Hale,00APGR,E05000281,17300,22.2,70.2,32.2,1.9,8552.6,57.4,53.5,78.1,84,7,56.3,6000,251500,136,27340,5546,39.2,26.3,32.3,67.7,0,22.9,21.3,6.1,5.4,300.9,23.1,103.7,29.9,0.4,29,4.7
Haringey - West Green,00APGS,E05000282,14050,18.3,71.9,34.7,1.4,9821.4,47.8,54.6,80.1,85.1,4,63.3,2100,350000,129,31110,5406,36,27.7,38.7,60.2,1.1,19.8,19.4,6.8,4.5,309.4,30.6,80.4,26.1,0.7,38.2,4.1
Haringey - White Hart Lane,00APGT,E05000283,13950,23.9,67.9,32.8,1.7,8058.8,52.5,44.6,76.9,82.9,4,54.8,1200,267000,90,27010,4906,48.7,18.4,13.3,86.7,0,22.9,25.3,8.3,5,314.8,20.7,82.1,23.3,0.5,27.9,3.3
Haringey - Woodside,00APGU,E05000284,15400,18.3,72.9,34.3,1.5,10000,43.2,54.2,79.3,83.7,4,66.6,4800,345000,169,32010,5675,23.2,36.4,17.7,80.1,2.3,16.9,16.5,4.8,3.5,300.6,32.9,84.2,29,0.4,26.8,4.7
Harrow - Belmont,00AQFY,E05000285,11650,20.4,64.8,37.9,1.8,6444.4,58.7,41.6,83.8,86.7,0,71.8,1500,435000,94,42380,3736,3.7,13.2,1.6,80.4,18,7,4.8,2.1,1.2,356.1,36.4,35.3,10.2,0.2,11,2
Harrow - Canons,00AQFZ,E05000286,13500,19.3,61.9,40.3,5.6,2339.3,48.4,40.1,82.3,85.1,4,71.9,5200,402500,209,39890,5048,10.2,20.4,5.5,59.3,35.1,8.8,8.8,3.1,1.4,340.9,40.8,42.1,12.5,0.2,57.3,2.7
Harrow - Edgware,00AQGA,E05000287,12050,21.1,66.5,36,1.4,8571.4,65.3,56.5,82,86.7,3,68.6,2800,357500,96,33600,3804,10.3,24.2,4.1,93.8,2.1,9.3,9.2,4.6,1.7,334.2,29.4,52.6,18.1,0.2,14.9,2.9
Harrow - Greenhill,00AQGB,E05000288,13100,19.1,70.5,34.9,1.7,7617.6,58.5,52.7,78.6,84.7,7,71.1,18800,272000,167,37550,5135,11.4,42.5,5.5,85.5,9,11.1,11.8,4.1,2.5,318.2,46,129.9,32.1,0.3,7.7,4.6
Harrow - Harrow on the Hill,00AQGC,E05000289,12850,21.9,65.6,35.9,3.6,3527.8,52.6,44.2,81.5,85.3,2,68.2,4900,343000,184,39630,4791,13.8,28.8,9.4,69,21.7,8.7,10,3.4,1.9,343.2,41.8,57.3,20.8,0.2,43.4,3.1
Harrow - Harrow Weald,00AQGD,E05000290,11650,19,63.1,39.5,4.6,2532.6,48.3,36.7,79.6,85.6,1,69.1,2200,384000,111,36940,4285,15.9,13.7,6,74.5,19.5,11,10,4.2,1.9,323.9,32.3,47,13.8,0.1,56.3,2.8
Harrow - Hatch End,00AQGE,E05000291,10950,18.6,61.1,41.7,3.3,3303,43.3,33,83.5,85.3,2,73.2,2800,500000,153,42350,4108,8.5,14.6,2.7,45.6,51.7,7.5,5.4,2.4,1.3,351.3,41.8,41.5,11.9,0.1,31,2.3
Harrow - Headstone North,00AQGF,E05000292,10400,17.2,64.7,40.6,3.3,3136.4,52.6,37,83.4,89.5,7,73.8,2000,427500,100,44470,3651,4,13.3,0.8,72.7,26.5,6.1,4.1,2,1,359.5,43.6,40.9,11.1,0.1,49.5,2.7
Harrow - Headstone South,00AQGG,E05000293,11600,20.4,66.7,36.8,1.5,7666.7,56.5,44.2,82.4,85.1,1,71.7,2200,322500,135,39090,4154,7.2,25.1,2.1,91.1,6.8,9.2,8.2,3,2,351,43,39.7,9.4,0.2,14.4,3.1
Harrow - Kenton East,00AQGH,E05000294,11500,18.5,67.9,37.4,1.3,8846.2,73.4,57.1,81.2,87.2,3,68.5,1300,380000,56,32880,3515,14.8,21.1,0.8,98,1.1,8.9,8.5,3.2,2,337,27.6,33.5,10.9,0.1,7.2,2.5
Harrow - Kenton West,00AQGJ,E05000295,11550,17.3,67.1,38.9,1.8,6388.9,72.6,51.3,83.4,84.6,2,71.6,3300,434475,66,38400,3450,3,16,1.4,89.5,9.1,7,4.4,2.2,1.3,342.1,34.1,40,11.5,0.2,17.9,2.9
Harrow - Marlborough,00AQGK,E05000296,13000,22.4,66.9,35.1,1.6,8000,62.9,51.6,81.8,84.6,6,68.4,2900,268950,157,34450,4422,11.1,30.8,10.1,85.6,4.3,13.2,12.1,3.9,2.2,322.8,35.5,60.9,21.1,0.5,8.3,3.8
Harrow - Pinner,00AQGL,E05000297,10300,18,60.9,42.1,3.3,3106.1,38,31.7,82.5,87.6,2,71.8,3100,400000,166,43950,4210,14.6,14.8,3.5,52.7,43.8,8.2,7.3,3.1,1.4,332.3,44.3,44.7,10.4,0.5,28.6,1.8
Harrow - Pinner South,00AQGM,E05000298,10650,20.8,60.4,40.3,2.4,4416.7,40.6,29.4,85.2,91.7,0,75.2,1900,520000,131,49420,4011,6.7,10.5,1.5,57.1,41.4,5.5,4.1,2.1,1.1,368.6,47.5,24.5,6.8,0.1,22.2,2.2
Harrow - Queensbury,00AQGN,E05000299,12350,21.3,66.5,36,1.6,7687.5,75,57.5,81.3,84,1,68.1,1600,390000,81,35030,3709,3.9,25.6,2.2,95.6,2.2,8.3,7.2,4.4,1.4,331.6,30.5,37.4,12.6,n/a,23.3,2.6
Harrow - Rayners Lane,00AQGP,E05000300,11450,20.6,64.4,38,1.5,7600,65.5,48,83,86,1,71.5,2200,380000,123,40310,3762,2.2,22,5.5,86.2,8.3,6.4,5.6,2.3,1.2,349.8,37.9,33.5,11.7,0.4,10.7,3.2
Harrow - Roxbourne,00AQGQ,E05000301,13150,24.5,65.2,34.3,1.5,8733.3,66.3,48.4,79.7,87,4,64.8,1900,290000,155,32130,4627,25.4,23.7,9.3,89.6,1,12.5,16.1,5.1,2.4,321,29.2,53.1,17.7,0.3,15.3,3
Harrow - Roxeth,00AQGR,E05000302,12000,22.2,66.2,35.7,1.6,7468.8,66.3,48.4,82.7,83.2,3,68.6,1600,355000,99,35110,3892,9.5,22.5,2.8,97,0.3,8.9,10,3.2,2.1,335.3,28.9,64.1,20.3,0.2,18.4,3
Harrow - Stanmore Park,00AQGS,E05000303,11450,17.5,59.6,42.4,4.5,2544.4,43.3,34.5,83.4,85.7,5,68.6,3700,555000,196,39210,4541,15,16.9,5.5,53.7,40.8,11.8,8.3,4.1,1.2,313.1,35.3,53.3,13.9,0.2,45.8,2.1
Harrow - Wealdstone,00AQGT,E05000304,11700,23.8,65.3,34.5,1.2,9708.3,62.6,46.9,79.4,82.4,3,65.1,2200,310000,125,32080,4020,15.1,26.9,6.6,92.7,0.7,14.6,14.6,4.8,2.8,314.7,27.2,54.5,16.9,0.3,3.3,3.3
Harrow - West Harrow,00AQGU,E05000305,10700,19.9,66.2,37.4,1.5,7066.7,55.8,42.9,83.8,85.1,0,71.5,3700,363500,95,40210,3796,9.6,22,2.1,91.8,6.2,9.6,8,3.7,2.2,357,40.7,31.2,11.7,0.4,19.7,3.2
Havering - Brooklands,00ARGC,E05000306,17100,22.4,64.6,36.5,4.2,3785.7,22.3,17.4,76.7,81.3,3,72.7,10000,207500,326,35250,6234,17.4,17.1,18.5,81.1,0.4,13.5,11.1,4.2,2.5,307.3,21.3,71.9,20.1,0.9,44.9,2.9
Havering - Cranham,00ARGD,E05000307,12650,16.8,58.9,44.1,6.6,1901.5,5.6,6,84,87,2,75.6,1900,320000,216,42250,5275,4.8,6.3,5.6,75.3,19.1,6.3,2.6,2.1,0.9,336.5,23.3,32.3,7.8,0.5,55.9,2.3
Havering - Elm Park,00ARGE,E05000308,12700,18.5,61.5,41.4,3.7,3391.9,13.7,10.9,78.9,85.3,3,73.4,1200,250000,224,34730,5205,15.1,8.4,15.4,83.7,0.9,11.4,8.3,3.5,2.4,321.9,16.5,39.4,10.2,0.8,55.7,2.6
Havering - Emerson Park,00ARGF,E05000309,12100,15.3,61.3,43.6,4.6,2608.7,17.7,11.4,79.1,83.8,0,74.3,2200,365000,191,43790,4690,3.9,6,4.8,54.4,40.8,6.6,2.2,1.9,1,351.8,24.3,36.3,6.7,0.2,31.3,2
Havering - Gooshays,00ARGG,E05000310,15400,23.5,64.2,36,7.8,1916.7,12.8,10.7,76.6,81.3,2,63,2200,229000,210,29400,6100,41.9,7.6,33.4,65.5,1.1,19.5,18.2,6.9,4.1,284.4,13.2,79.9,26.4,1.9,68.4,2.6
Havering - Hacton,00ARGH,E05000311,12600,15.9,63.1,42.8,2.5,4960,7.3,7.3,80.5,84.8,1,75.7,2100,296500,181,39740,5052,4.4,8,5.5,89.1,5.3,7.3,2.7,2.2,1.3,340.8,17.9,26.1,7.2,0.2,24.2,2.4
Havering - Harold Wood,00ARGJ,E05000312,13750,18.6,63.4,40.4,7.6,1730.3,10.1,9.4,78.9,84.2,5,72.2,5900,250000,303,37010,5628,16,11.3,13.4,82.1,4.5,11,8.5,3.7,1.9,292.3,20.6,67.8,16.9,0.6,60.7,2.4
Havering - Havering Park,00ARGK,E05000313,13200,20.5,62.1,38.9,9.8,1326.5,12,9.1,76.7,81.6,0,69.1,1700,250000,180,33590,5181,20.6,7.6,19.4,77.2,3.4,14.8,9.8,4.8,3.2,290.8,15.3,45.7,16.7,1.1,75.2,2.1
Havering - Heaton,00ARGL,E05000314,13200,22.1,61.1,38.5,3.4,3779.4,16.3,13,76.2,81.3,5,64.3,2400,217000,204,29560,5395,37.1,8.1,29,70.1,0.9,19,17.7,6.5,4,298.5,13.7,68.2,21.7,1.9,45.3,2.1
Havering - Hylands,00ARGM,E05000315,13150,15.9,65.3,41.3,2.9,4500,9.7,7.9,82.5,86.4,2,75.6,3500,275000,250,39890,5075,7.2,7.3,8.9,81.4,9.7,7.5,4.1,2.4,1.3,340.6,19.2,55.8,10,0.5,26.1,2.1
Havering - Mawneys,00ARGN,E05000316,13100,19.4,61,40.5,3,4316.7,11.5,9.3,80.6,87.3,4,73.2,2100,250000,221,35820,5381,11.4,9.6,16.9,82,1.1,10.5,6.8,3.5,2,313.1,16.3,52.2,13.1,0.4,32.1,2.5
Havering - Pettits,00ARGP,E05000317,13050,17,60.2,43.2,4,3237.5,8.7,7.4,80.5,84.7,1,74.9,2200,295000,170,40010,5239,5.4,6.4,8.7,72.1,19.2,7.6,3.2,2.2,1.2,321.5,19.9,40.8,9.7,0.2,32.4,2.2
Havering - Rainham and Wennington,00ARGQ,E05000318,13150,18.9,63,39.9,16.9,754.4,15.7,10.9,80.1,84.3,0,72.4,4800,240000,217,34470,5092,8.9,13.2,14.7,80.9,4.3,11.9,7.5,3.7,2.2,304.2,14.9,74.1,16.3,1,79,2
Havering - Romford Town,00ARGR,E05000319,18700,19.6,67.1,37.3,2.9,5931,16.4,16.6,79.5,85.4,4,74.4,16500,225000,346,37160,7398,13,23.5,19.6,73.5,6.9,11.9,10,3.9,2.4,314.2,26.3,167.9,48.1,0.8,8.1,4.2
Havering - St. Andrew's,00ARGS,E05000320,13650,16.7,62.3,42.7,2.7,4981.5,7.2,7.7,80.4,83.4,0,76.1,5600,272500,235,38130,5833,11.3,12.6,15.8,78.6,5.6,8.9,6.6,2.7,1.4,328,18.9,65.2,17.4,0.7,18.7,3.2
Havering - South Hornchurch,00ARGT,E05000321,16550,21.6,62.5,38.3,6.8,2198.5,16.4,11.8,77.4,83.1,2,70.5,4800,242000,195,33160,5594,19.8,9.1,22,76.9,1,14.7,9.6,4.2,3.1,304.6,14,56.7,14.9,0.9,45.1,2.5
Havering - Squirrel's Heath,00ARGU,E05000322,13400,18.1,64.4,40,2.6,5096.2,11.5,9.4,80.7,84.7,6,77.3,2600,280250,266,41740,5701,8.8,14.5,12.7,68.7,18.7,8.7,6.2,2.6,1.5,334.7,24.3,40.8,10.2,0.1,16.7,2.6
Havering - Upminster,00ARGW,E05000323,12950,15.4,60.8,44.3,22.5,571.1,4.8,6.1,80.8,84.2,6,76.4,5400,420000,194,47580,5217,1.9,7.9,3.9,58.8,37.2,4.7,1.5,1.4,0.8,352.1,27.9,49.7,6.1,0.8,82,1.9
Hillingdon - Barnhill,00ASGG,E05000324,14050,24.7,65.5,33.6,2.1,6595.2,68.4,45.4,79.4,82.1,1,65,1500,250000,84,31800,4431,19.2,20.5,6.7,93,0.2,12.3,12.2,5.6,3.1,317.1,22.4,81.6,31.7,0.5,27.7,2.4
Hillingdon - Botwell,00ASGH,E05000325,15950,26.5,64.1,32.8,4.4,3545.5,60.2,42.7,76.4,79.8,3,64,11800,250000,162,30700,5085,25.2,19.9,11.6,87.3,1.2,14.4,15.9,5.1,3.4,312.1,21.4,96.5,31.2,1.2,32.2,3.1
Hillingdon - Brunel,00ASGJ,E05000326,14750,15.9,73.3,33.6,3.3,4424.2,38.2,29.3,77.7,82.9,4,57.5,8900,273750,160,34630,4620,22,20.9,3.8,87,9.1,11.3,8.1,3.2,1.8,294.2,23.6,96.8,33.6,0.5,40.5,2.4
Hillingdon - Cavendish,00ASGK,E05000327,12100,19.8,63.8,39.4,2,6000,19.7,16.7,81.2,85.5,0,77.6,2500,400000,149,43970,4539,7.3,9.4,0,89.7,10.3,6.3,4.1,2.2,1,347,29.9,33.8,8.5,0.3,17.7,2.1
Hillingdon - Charville,00ASGL,E05000328,13200,22.7,64.9,35.7,3,4350,43.9,30.1,80.3,82.5,5,71,4100,275000,130,35410,4487,9.7,15.9,6.6,92.5,0.9,10,9.1,3.9,2.2,334,21.1,52.6,22.3,0.2,44.9,2.4
Hillingdon - Eastcote and East Ruislip,00ASGM,E05000329,12600,17.2,61.7,42.4,4.1,3048.8,20.2,17.5,83.9,88.5,3,76.8,2500,500000,201,47380,4875,7.2,8.2,0.4,44.8,54.8,6.5,3.7,2,0.6,350.9,38.1,41.9,9.6,0,33.4,1.7
Hillingdon - Harefield,00ASGN,E05000330,7750,19.7,63.2,39.8,15.2,500,12.5,13.3,77.9,82.3,4,75.7,4400,310000,113,37990,3132,24,10.2,5.3,77.7,17,10.9,8.8,4.3,0.9,306.9,25,64.3,19.5,2.4,85.5,1.4
Hillingdon - Heathrow Villages,00ASGP,E05000331,13250,23.2,67.1,34.5,23.5,546.8,50,43.2,78.9,83.2,14,71.7,57300,209000,97,33170,4704,14.8,33.6,12.8,85.3,1.9,11.4,10.9,3.7,1.8,319.9,24.2,272.2,58.3,1.3,29.5,2.6
Hillingdon - Hillingdon East,00ASGQ,E05000332,13700,22.5,65.7,35.4,3.6,3722.2,34.4,23.3,78.6,83.2,7,72.4,5400,311000,182,37250,4661,14.8,14.6,4.9,93,2.1,10,8,3.4,1.4,326.5,24.2,55.8,17.7,0.5,48.2,1.7
Hillingdon - Ickenham,00ASGR,E05000333,10750,17.6,61.5,42.4,6.2,1725.8,21.8,15.9,83.2,86.8,4,76.6,2800,521000,143,48770,4059,4.4,8.8,0.7,43,56.2,5.3,2.5,1.8,0.4,366.8,36,33.2,7.1,0.2,55.7,2.1
Hillingdon - Manor,00ASGS,E05000334,11900,20.1,63.9,39.2,2,5875,16,16.2,82.6,84.1,0,80.5,1900,372500,206,43460,4635,4.1,13.3,0.4,88.9,10.7,5.8,3.7,1.9,0.9,350.7,29.6,38.8,12.4,0,18.1,2.9
Hillingdon - Northwood,00ASGT,E05000335,10850,16.1,62.6,42.7,7.4,1452.7,34.8,31.8,81.8,85.6,4,73.3,5100,470000,192,46550,4924,14.2,19.8,6.8,49.3,43.9,7.4,7.8,3.3,1.3,338.6,46.4,46.3,10.2,0.3,61,2.2
Hillingdon - Northwood Hills,00ASGU,E05000336,12050,18.9,63.2,40.3,3.3,3606.1,33.3,27.9,81.3,86,4,74.3,2600,413500,171,43320,4847,15.5,16.1,2.6,73.8,23.6,9.2,8.2,3.6,1.5,332.4,37.1,53.9,15.5,0.5,33.3,2
Hillingdon - Pinkwell,00ASGW,E05000337,15750,26.2,64.9,32.7,2.7,5703.7,68.2,45.3,79.9,85,6,66.8,3200,280000,107,31830,4737,20.4,19.9,8.7,91.1,0.2,12.2,11.1,4.2,3,326.1,22.8,73.6,24.2,0.9,26.9,2.7
Hillingdon - South Ruislip,00ASGX,E05000338,12950,20.7,66.3,36.4,7.4,1723,27,23.2,79,83.9,5,77.5,6000,305000,207,40060,4802,10.1,19,1.2,94.7,4.1,8.7,6.7,2.6,1.3,327.5,27.3,64.8,14.7,0.3,62.8,2.5
Hillingdon - Townfield,00ASGY,E05000339,14900,24,66.4,33.5,3.5,4171.4,62.9,44.7,77.3,81.9,5,63.2,7400,280000,131,30430,4756,30.1,21.5,10.3,88.5,1.1,14.5,15.9,5.2,3.4,308.6,22.2,131.2,37.5,1,30.9,3.1
Hillingdon - Uxbridge North,00ASGZ,E05000340,13100,18.4,65.5,39.2,4.6,2771.7,30.2,23.4,81.4,83.9,5,74,9200,349950,287,41470,5132,12.7,18.2,4.3,66.8,28.9,8.1,6.9,3.1,1.4,345,34.9,100.6,30.2,0.6,34.4,2.4
Hillingdon - Uxbridge South,00ASHA,E05000341,15000,13.6,77.1,33.2,3.1,4758.1,37.9,30.9,78.9,82.9,0,56.8,46500,259000,164,34270,5119,22.2,25.4,10.6,81.3,8.1,11.1,8.9,3.9,1.8,309.2,29.9,103.3,34.9,0.7,25.9,2.5
Hillingdon - West Drayton,00ASHB,E05000342,15250,23.5,65.1,34.8,3.5,4257.1,33.5,27.6,77.9,80.2,1,69,2400,249997,266,32680,5613,26.4,18.5,7.1,88.4,4.5,16.5,12.7,5.5,1.9,293.3,24,81.5,30.5,1.4,31.9,2.4
Hillingdon - West Ruislip,00ASHC,E05000343,11600,18.6,64.3,40.2,4.4,2545.5,18,18.4,80,83.8,2,78.2,5100,335000,221,43470,4798,11,18.7,3.8,68.2,28,7.9,6.9,2.7,1.2,340.5,33.9,65.4,13.4,0.4,49.5,2.2
Hillingdon - Yeading,00ASHD,E05000344,14250,26.8,65.1,32.3,2.3,6087,64.1,42.7,80.4,82.5,2,66.1,1600,250000,139,33240,4853,21.8,19.4,10.4,86.4,3.3,12.8,13.9,4.7,3,314.5,26,76.4,25.3,0.4,33.4,1.9
Hillingdon - Yiewsley,00ASHE,E05000345,13750,22.7,67.3,33.9,4,3362.5,33.8,27.7,78.6,83.9,5,68.2,7600,225000,159,32340,5181,27.3,21.8,12.1,87.3,0.5,14.9,14.1,5.4,2.2,289.7,23.1,110.1,32.5,1.6,41.3,2.5
Hounslow - Bedfont,00ATFY,E05000346,12950,22.8,65.6,35.3,4.4,2965.9,35.7,31,77.2,82,1,72.2,9400,229000,168,31870,5046,26.9,16.4,9.8,89.1,1.2,14.5,12,4.8,2.7,313.5,20.2,65,20.3,1.1,52.5,2.1
Hounslow - Brentford,00ATFZ,E05000347,15800,18.5,71.5,34.6,3.2,4828.1,33.9,38.3,79.7,85.7,5,68,11500,370000,335,35040,6116,37.7,18.5,18.2,75,6.8,14.6,13.5,4.5,2.7,330.8,35.3,80,20,0.1,42.8,3.2
Hounslow - Chiswick Homefields,00ATGA,E05000348,11650,18.8,68.4,37.6,2.3,5087,18.8,34,81.1,84.5,5,76.1,6800,772500,174,51830,5051,16.4,27.9,2,51.3,46.6,6.6,6.2,2.6,1.3,345.5,55.7,83.5,13.5,0.4,42.2,3.6
Hounslow - Chiswick Riverside,00ATGB,E05000349,11700,19.7,66.5,37.9,2.1,5642.9,19.1,30.3,82.1,87.7,4,77.4,2200,650000,205,49680,5289,18.5,24.2,3.3,54.4,42.3,8.5,8.7,3.4,1.7,355.5,56,62.2,13.2,0.2,35.2,2.8
Hounslow - Cranford,00ATGC,E05000350,12750,22.2,67.3,34.1,2.7,4722.2,73.9,56.2,78.6,84.5,1,65.6,5600,226500,76,30860,4006,29.1,24.7,20.3,78.4,1.4,14,12.2,5.2,2.7,314.6,26.2,74.4,28.9,0.2,26.4,2.4
Hounslow - Feltham North,00ATGD,E05000351,11850,20.3,66.1,36.7,3.4,3514.7,38.9,35.7,75.8,78.6,6,71.6,8200,270000,107,32850,4310,22.3,16,10.4,89.1,0.5,13.9,10.8,4.6,2.1,318.9,21.1,77.4,25.1,0.6,37,2.9
Hounslow - Feltham West,00ATGE,E05000352,15800,25,67.6,31.7,3.2,4968.8,35.5,32.3,80.6,84.1,2,71.8,4900,225000,235,34010,5895,27.2,20.7,11.4,88.6,0,12.5,10.9,4.3,2.1,309.4,25,69.8,25.1,1.1,41.4,2.4
Hounslow - Hanworth,00ATGF,E05000353,12400,23.6,64.5,34.8,3.3,3787.9,32.4,28.9,79,85.5,4,66.9,3500,250000,123,31150,4733,38.6,11.3,14.8,84.5,0.6,17.3,15,6.3,2.8,292.8,19.2,72.9,28.5,0.5,45.6,2.6
Hounslow - Hanworth Park,00ATGG,E05000354,12250,21.1,66.4,36.4,3.6,3347.2,30.8,28.5,79.5,83,3,72.9,8900,250000,135,34340,4576,21.3,14,8.4,88.1,3.5,12,9.5,4.3,1.8,316.6,22.2,70.5,22.4,0.5,41.4,2.6
Hounslow - Heston Central,00ATGH,E05000355,12600,21,67.5,35.2,1.7,7500,76.6,54.7,78.2,83.3,5,66.6,1400,348000,75,33580,3936,19.5,22.9,9.9,85.4,4.7,10.7,9.4,4,2.7,333.7,32,53,21.6,0.6,15.8,2.9
Hounslow - Heston East,00ATGJ,E05000356,12700,20.4,68,35.2,2,6400,77.4,56.5,82.4,84.3,3,67.5,3200,248000,112,34030,4065,15.7,25.7,8.9,83.5,7.7,10.4,9.9,4.2,2.4,337.2,33.4,63.3,20.6,0.4,27.1,2.3
Hounslow - Heston West,00ATGK,E05000357,12750,22.9,66.2,34.4,3.8,3381.6,76.2,51.1,79.5,83.6,4,62.2,5200,280000,61,29490,4071,33.7,17.3,20.3,78.9,0.7,14,13.3,5.3,3.4,323.2,24.4,100.3,27.4,1.5,39.1,2.3
Hounslow - Hounslow Central,00ATGL,E05000358,16200,20.3,70.1,34,1.7,9441.2,70.7,64.5,79.9,85.8,1,71.4,12000,249950,125,35830,5519,16.9,38.7,16.3,80.2,3.5,7,10.2,3.4,2,345,42.8,166.8,47.7,0.5,11.1,5.1
Hounslow - Hounslow Heath,00ATGM,E05000359,15250,24.3,67.5,32.6,2.8,5446.4,72.6,58,79.2,87.7,1,67.6,3200,249950,121,32530,5029,20,31.9,12.8,85.2,2,11.1,12.9,4.2,3,340.2,34.6,64,25.9,0.7,48.6,3.2
Hounslow - Hounslow South,00ATGN,E05000360,11700,19,67,37.7,1.8,6555.6,45.1,38.7,82.2,88.6,1,74.1,1100,375000,107,39920,4008,5.1,19.2,6.6,91.2,2.2,7.4,4.9,2.5,1.9,342.9,32.9,41.4,10,0.2,17.9,2.5
Hounslow - Hounslow West,00ATGP,E05000361,13750,19.2,70.1,35.1,1.6,8437.5,75.9,62.6,77.7,80.1,4,69.6,3500,270000,71,31890,4023,18.9,30.1,13.8,83.3,2.9,10.4,10.2,3.8,2.1,331.1,33.5,92.1,30.7,0.5,10.2,3.9
Hounslow - Isleworth,00ATGQ,E05000362,12150,22.3,66.9,35.2,2,6125,34.8,33.8,77.8,84.3,0,70.6,4500,301000,189,34790,4987,34.1,18.6,16.7,78.9,4.3,14.3,13.8,5.7,2.8,315.8,33.8,69.5,22.3,0.7,22.6,2.4
Hounslow - Osterley and Spring Grove,00ATGR,E05000363,13350,19.3,67.8,36.7,6.3,2134.9,54.4,46,82.4,83.7,4,75.3,19500,345500,182,42140,4897,6.9,28.3,4.6,65.7,29.7,6.9,5.5,2.5,1.3,367,45.9,73.2,18.1,0.4,54.3,2.8
Hounslow - Syon,00ATGS,E05000364,14200,20.7,69.4,35.1,2.9,4862.1,34.2,36.7,77.2,78.9,1,73,8300,365000,387,37040,5982,27.4,23.8,6.1,86.4,7.5,13.4,12.1,4.3,1.9,318.5,38.9,82.2,30.7,0.5,42.5,3.6
Hounslow - Turnham Green,00ATGT,E05000365,11800,15.8,71,38.3,1.8,6583.3,23.2,39.9,81.7,85.6,5,77,20500,634000,201,47080,5735,14.7,34,2.7,65.1,32.2,9.1,7.4,3,1.4,343.6,55.4,95,18.4,0.2,7.4,4.4
Islington - Barnsbury,00AUFX,E05000366,12950,15,75.3,34.9,0.8,15937.5,28.9,35.5,76.2,81.8,9,68.1,6600,715000,153,44970,5893,38.5,27.3,6.6,72.8,20.7,12.2,13.7,5.6,2.1,320.4,51.5,131.4,30,0.1,11,5.7
Islington - Bunhill,00AUFY,E05000367,16700,13.1,80,32.5,1.1,14454.5,34.5,41.9,77.9,84.6,13,59.8,68100,640000,196,39200,7366,47.3,29.3,16.9,61.9,21.2,13.6,15.6,4.9,3.1,324.2,45.2,179.7,34.6,0.3,13.5,7.1
Islington - Caledonian,00AUFZ,E05000368,14950,14.8,76.7,34,1.1,13227.3,34.7,37.3,78.2,82.7,5,61.7,17000,447500,142,35840,6407,44.7,29.8,9,82.2,8.8,17,16.9,6.3,3.4,312,39.1,138.8,38.7,1.9,16.4,5.3
Islington - Canonbury,00AUGA,E05000369,12500,18.2,71.9,35.5,0.8,15437.5,28.2,29.7,78.9,86.2,8,69.2,1600,550000,131,40590,5875,47.2,22,6.3,79.3,14.5,18.7,18.1,7.8,2.8,310.4,47.3,80.2,24.2,0.2,14.4,6.5
Islington - Clerkenwell,00AUGB,E05000370,12350,11.7,80,34.8,0.9,13444.4,29.3,38.5,80.3,87.7,11,62.6,58100,732500,142,43350,5733,42.3,26.5,21.1,57.3,21.7,13.5,14.9,6,2.4,300.6,47.9,154.3,28.5,0.2,9.3,6.9
Islington - Finsbury Park,00AUGC,E05000371,15300,17.6,73.8,33.6,0.9,16555.6,42.9,41.6,75,81.1,4,65.4,7100,410000,153,33620,6493,43.4,31.9,15.8,75.2,9,20,20.7,8,4.3,309.8,41.8,161.3,47.1,0.1,15.9,6.6
Islington - Highbury East,00AUGD,E05000372,12150,18.4,71.8,35.5,1,11950,23.5,30.9,80.8,83.5,0,74.5,3300,667500,194,47810,5391,31.1,26.1,5.3,67.5,27.2,11.8,12.1,4.9,2.2,343,58.8,98.2,23.1,1.4,21.6,4.7
Islington - Highbury West,00AUGE,E05000373,16400,16.2,77.3,33.6,1.1,14363.6,32.1,34.5,78.8,82.7,4,74.5,5000,500000,431,43800,7376,33.5,33.2,8.4,76.5,15.1,15.3,13.5,5.1,2.5,322.6,56.3,88.5,27.3,0.1,10.6,5.7
Islington - Hillrise,00AUGF,E05000374,12350,18.5,72.1,35,0.8,15125,33.7,32.9,78.1,81.9,1,65.7,1100,447500,118,39090,5209,45.3,20.1,15.1,71.2,13.7,20,18.2,7.4,3.8,315.8,43.7,74,26.2,1.2,18.3,4.2
